"filename", "language", "(Unsupported)", "JSON", "TypeScript", "SCSS", "XML", "JavaScript", "Vue", "CSS", "comment", "blank", "total"
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\popup\index.wxs", "XML", 0, 0, 0, 0, 16, 0, 0, 0, 0, 3, 19
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\popup\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\progress\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\progress\index.js", "JavaScript", 0, 0, 0, 0, 0, 51, 0, 0, 0, 1, 52
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\progress\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\progress\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\progress\index.wxs", "XML", 0, 0, 0, 0, 31, 0, 0, 0, 0, 6, 37
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\progress\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\radio-group\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\radio-group\index.js", "JavaScript", 0, 0, 0, 0, 0, 22, 0, 0, 0, 1, 23
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\radio-group\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\radio-group\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\radio-group\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\radio\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\radio\index.js", "JavaScript", 0, 0, 0, 0, 0, 66, 0, 0, 0, 1, 67
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\radio\index.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\radio\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\radio\index.wxs", "XML", 0, 0, 0, 0, 28, 0, 0, 0, 0, 6, 34
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\radio\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\rate\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\rate\index.js", "JavaScript", 0, 0, 0, 0, 0, 78, 0, 0, 0, 1, 79
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\rate\index.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\rate\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\rate\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\row\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\row\index.js", "JavaScript", 0, 0, 0, 0, 0, 23, 0, 0, 0, 1, 24
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\row\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\row\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\row\index.wxs", "XML", 0, 0, 0, 0, 15, 0, 0, 0, 0, 4, 19
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\row\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\search\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\search\index.js", "JavaScript", 0, 0, 0, 0, 0, 85, 0, 0, 4, 1, 90
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\search\index.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\search\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\search\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\share-sheet\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\share-sheet\index.js", "JavaScript", 0, 0, 0, 0, 0, 52, 0, 0, 3, 1, 56
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\share-sheet\index.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\share-sheet\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\share-sheet\index.wxs", "XML", 0, 0, 0, 0, 10, 0, 0, 0, 0, 3, 13
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\share-sheet\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\share-sheet\options.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\share-sheet\options.js", "JavaScript", 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\share-sheet\options.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\share-sheet\options.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\share-sheet\options.wxs", "XML", 0, 0, 0, 0, 11, 0, 0, 0, 0, 4, 15
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\share-sheet\options.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\sidebar-item\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\sidebar-item\index.js", "JavaScript", 0, 0, 0, 0, 0, 29, 0, 0, 0, 1, 30
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\sidebar-item\index.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\sidebar-item\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\sidebar-item\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\sidebar\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\sidebar\index.js", "JavaScript", 0, 0, 0, 0, 0, 34, 0, 0, 0, 1, 35
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\sidebar\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\sidebar\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\sidebar\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\skeleton\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\skeleton\index.js", "JavaScript", 0, 0, 0, 0, 0, 46, 0, 0, 0, 1, 47
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\skeleton\index.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\skeleton\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\skeleton\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\slider\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\slider\index.js", "JavaScript", 0, 0, 0, 0, 0, 189, 0, 0, 2, 1, 192
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\slider\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\slider\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\slider\index.wxs", "XML", 0, 0, 0, 0, 12, 0, 0, 0, 0, 3, 15
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\slider\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\stepper\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\stepper\index.js", "JavaScript", 0, 0, 0, 0, 0, 178, 0, 0, 7, 1, 186
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\stepper\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\stepper\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\stepper\index.wxs", "XML", 0, 0, 0, 0, 19, 0, 0, 0, 0, 4, 23
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\stepper\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\steps\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\steps\index.js", "JavaScript", 0, 0, 0, 0, 0, 33, 0, 0, 0, 1, 34
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\steps\index.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\steps\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\steps\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\sticky\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\sticky\index.js", "JavaScript", 0, 0, 0, 0, 0, 118, 0, 0, 0, 1, 119
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\sticky\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\sticky\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\sticky\index.wxs", "XML", 0, 0, 0, 0, 22, 0, 0, 0, 0, 4, 26
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\sticky\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\submit-bar\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\submit-bar\index.js", "JavaScript", 0, 0, 0, 0, 0, 56, 0, 0, 0, 1, 57
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\submit-bar\index.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\submit-bar\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\submit-bar\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\swipe-cell\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\swipe-cell\index.js", "JavaScript", 0, 0, 0, 0, 0, 133, 0, 0, 0, 1, 134
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\swipe-cell\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\swipe-cell\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\swipe-cell\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\switch\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\switch\index.js", "JavaScript", 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\switch\index.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\switch\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\switch\index.wxs", "XML", 0, 0, 0, 0, 21, 0, 0, 0, 0, 6, 27
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\switch\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tab\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tab\index.js", "JavaScript", 0, 0, 0, 0, 0, 56, 0, 0, 0, 1, 57
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tab\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tab\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tab\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tabbar-item\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tabbar-item\index.js", "JavaScript", 0, 0, 0, 0, 0, 56, 0, 0, 0, 1, 57
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tabbar-item\index.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tabbar-item\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tabbar-item\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tabbar\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tabbar\index.js", "JavaScript", 0, 0, 0, 0, 0, 65, 0, 0, 0, 1, 66
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tabbar\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tabbar\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tabbar\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tabs\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tabs\index.js", "JavaScript", 0, 0, 0, 0, 0, 267, 0, 0, 3, 1, 271
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tabs\index.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tabs\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tabs\index.wxs", "XML", 0, 0, 0, 0, 69, 0, 0, 0, 0, 14, 83
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tabs\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tag\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tag\index.js", "JavaScript", 0, 0, 0, 0, 0, 21, 0, 0, 0, 1, 22
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tag\index.json", "JSON", 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tag\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tag\index.wxs", "XML", 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tag\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\toast\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\toast\index.js", "JavaScript", 0, 0, 0, 0, 0, 28, 0, 0, 1, 1, 30
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\toast\index.json", "JSON", 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\toast\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\toast\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\toast\toast.d.ts", "TypeScript", 0, 0, 26, 0, 0, 0, 0, 0, 2, 1, 29
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\toast\toast.js", "JavaScript", 0, 0, 0, 0, 0, 68, 0, 0, 0, 1, 69
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\transition\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\transition\index.js", "JavaScript", 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\transition\index.json", "JSON", 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\transition\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\transition\index.wxs", "XML", 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 18
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\transition\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tree-select\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tree-select\index.js", "JavaScript", 0, 0, 0, 0, 0, 63, 0, 0, 5, 1, 69
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tree-select\index.json", "JSON", 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tree-select\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tree-select\index.wxs", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 4, 13
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\tree-select\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\uploader\index.d.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\uploader\index.js", "JavaScript", 0, 0, 0, 0, 0, 155, 0, 0, 0, 1, 156
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\uploader\index.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\uploader\index.wxml", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\uploader\index.wxs", "XML", 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 18
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\uploader\index.wxss", "(Unsupported)", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\uploader\shared.d.ts", "TypeScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 1, 29
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\uploader\shared.js", "JavaScript", 0, 0, 0, 0, 0, 28, 0, 0, 2, 1, 31
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\uploader\utils.d.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 1, 23
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\uploader\utils.js", "JavaScript", 0, 0, 0, 0, 0, 84, 0, 0, 0, 1, 85
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\wxs\add-unit.wxs", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 4, 13
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\wxs\array.wxs", "XML", 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 6
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\wxs\bem.wxs", "XML", 0, 0, 0, 0, 34, 0, 0, 0, 0, 6, 40
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\wxs\memoize.wxs", "XML", 0, 0, 0, 0, 46, 0, 0, 0, 0, 10, 56
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\wxs\object.wxs", "XML", 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\wxs\style.wxs", "XML", 0, 0, 0, 0, 36, 0, 0, 0, 0, 7, 43
"d:\weapp\waste_recycle_demo\src\wxcomponents\vant\wxs\utils.wxs", "XML", 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 11
"Total", "-", 0, 596, 361, 37, 950, 7894, 4178, 671, 213, 1454, 16354
